HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,123008
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,96460
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,176548
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,910,199115
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,147761
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,199115
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,93362
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,233628
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,38053
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,194690
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,135398
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,190106
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,160176
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,97345
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,371681
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,281415
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,149557
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,252814
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,326548
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,146460
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,240707
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,230088
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,154867
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,295575
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,197345
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,345132
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,237168
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,38053
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,644,303539
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,135,35398
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,309734
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,51327
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,74256
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,271681
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,170796
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75504
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,292035
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,779,111504
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,185840
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,113274
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,86283
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,55752
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,274336
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,309734
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,158407
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,255442
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,208407
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,223008
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,230088
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,233628
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,119469
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,263345
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,230088
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,115044
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,182743
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,458407
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,119469
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,244911
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,250442
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,212389
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,175221
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,216814
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,451327
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,389380
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,547,57522
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,194690
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,349557
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,340707
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,278761
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,203539
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,143238
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,203646
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,225663
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,219469
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,119469
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,203646
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,221238
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,238938
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,212389
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,176991
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,74672
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,300884
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,1448,140707
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,201769
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1288,228318
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75504
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,110619
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,38053
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,39823
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,353097
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,265486
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,243362
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,345132
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,283185
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,250442
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,209734
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,172566
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,207964
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,398230
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,189380
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,156,59292
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,367256
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,262831
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,388495
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,185840
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,132300
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,157079
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,428318
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,119469
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,460176
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,843,325663
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,141592
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,460176
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,218584
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,102212
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,346902
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,433628
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,110176
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,253097
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,168141
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,107079
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,285840
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,381415
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,266371
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,85398
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,349557
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,362831
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,527433
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,119469
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,336283
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,343362
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,318584
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,353982
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,269911
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,209734
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,143212
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,458407
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,464601
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,246230
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,156637
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,173451
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,228318
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,243362
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,265486
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,914,173451
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,96902
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,150778
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,250176
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,215929
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,189823
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,462831
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,676,64601
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,140707
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,393805
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,250176
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,1448,137168
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,268141
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,184070
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,408849
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75504
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,118141
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,393805
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,39823
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,358407
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,385398
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,94690
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,271681
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,82300
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,74672
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,260707
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,165929
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,234513
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,151327
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,477876
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,248884
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,238053
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,212389
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,199115
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,247345
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,371681
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,79646
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,103539
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,194690
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,252212
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,298230
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,371681
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,190265
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,128318
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,169292
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,448672
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,101548
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,130973
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,265486
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,286725
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,92920
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,168141
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,307964
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,400000
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,208849
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,66814
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,140380
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,338053
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,65486
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,144690
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,188053
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,119469
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,269911
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,383185
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,129203
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,86283
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,335398
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,185840
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,314159
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,89380
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,221238
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,265486
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,226548
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,292035
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,159292
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,265486
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,323008
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,228318
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,260707
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,361061
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,307964
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,210176
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,77876
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,469026
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,201769
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,185840
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,143362
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,90265
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,300884
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,362831
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,318584
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,73840
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,345132
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,221238
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,146256
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,291150
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,258079
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,166814
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,165486
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,353982
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,644,278761
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,74778
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,176991
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,261061
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,169469
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,163716
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,1327,203539
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,291238
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,486725
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,49734
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,278318
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,392743
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,105752
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,212389
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,247787
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,282053
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,389380
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,170796
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,460176
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,218584
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,274336
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,424778
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1796,254867
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,1252,451327
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,376991
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,914,354867
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,274336
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1288,176991
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,448672
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,143389
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,265486
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,207079
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,135398
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,134513
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,221238
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,309734
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,422123
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,150778
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,209734
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,78761
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,361061
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,360176
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,150778
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,379646
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,194690
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,109734
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,136283
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,307964
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,178761
